757	151	120
758	154	244
760	158	367
762	163	490
765	171	614
770	180	737
775	191	861
782	203	984
758	264	3
758	264	122
759	265	244
761	267	368
763	271	491
767	275	614
771	281	738
777	287	861
783	295	984
761	384	10
761	385	125
762	386	246
764	387	368
766	389	492
769	392	615
774	395	738
779	400	861
786	405	985
764	508	21
765	508	129
766	509	248
767	510	370
770	511	492
773	513	615
778	516	739
783	519	862
789	523	985
770	632	36
770	632	135
771	633	251
773	634	372
775	635	494
778	636	616
783	638	739
788	641	862
794	644	986
776	757	55
777	757	142
778	758	255
779	758	374
782	759	496
785	760	618
789	762	740
795	764	863
801	766	986
785	883	73
785	883	151
786	883	260
788	883	377
790	884	498
793	885	619
797	886	742
803	888	864
809	890	987
795	1008	91
795	1008	161
796	1008	265
797	1009	381
800	1009	500
803	1010	621
807	1011	743
812	1013	865
818	1014	988
886	89	0
883	86	119
883	90	243
885	96	367
887	105	490
890	116	614
893	130	737
898	144	861
903	160	984
885	162	0
883	161	119
884	163	243
885	167	367
887	172	490
890	179	614
894	188	737
898	199	861
903	210	984
884	269	2
884	269	121
885	271	244
886	273	367
888	276	491
891	280	614
895	286	737
899	292	861
905	300	984
886	388	9
886	388	124
887	389	246
888	390	368
891	392	491
893	395	615
897	399	738
901	403	861
907	409	985
889	510	20
890	511	129
890	511	248
892	512	370
894	514	492
896	516	615
900	518	738
904	521	862
910	525	985
894	634	35
894	634	135
895	635	251
896	635	372
898	637	494
901	638	616
904	640	739
909	643	862
914	646	985
899	759	54
899	759	142
900	759	255
901	760	374
903	761	495
906	762	618
910	764	740
914	765	863
919	768	986
906	884	72
906	884	151
907	884	259
908	885	377
910	885	498
913	886	619
916	888	742
921	889	864
926	891	987
914	1009	90
914	1009	161
915	1009	265
916	1010	381
918	1010	500
921	1011	621
925	1012	743
929	1014	865
934	1015	988
1014	108	0
1009	105	118
1009	108	243
1011	113	367
1012	121	490
1015	131	614
1018	143	737
1022	157	861
1023	171	981
1013	175	0
1009	172	119
1010	174	243
1011	177	367
1013	183	490
1015	189	614
1018	198	737
1022	207	861
1023	218	981
1010	275	0
1010	276	121
1011	277	244
1012	279	367
1014	282	491
1016	286	614
1019	291	737
1023	298	861
1023	304	980
1012	392	8
1012	392	124
1013	393	245
1014	394	368
1015	396	491
1018	399	615
1021	403	738
1023	407	860
1023	410	979
1014	513	19
1015	513	128
1015	514	248
1016	515	370
1018	516	492
1020	518	615
1023	521	738
1023	522	858
1023	524	977
1018	636	34
1018	637	134
1019	637	251
1020	638	371
1022	639	494
1023	640	616
1023	640	736
1023	640	856
1023	640	974
1023	761	52
1023	761	142
1023	761	254
1023	760	373
1023	760	494
1023	759	614
1023	759	734
1023	758	853
1023	757	970
1023	880	70
1023	880	149
1023	880	258
1023	880	374
1023	879	493
1023	878	612
1023	877	731
1023	875	849
1023	873	966
1023	998	88
1023	998	158
1023	998	261
1023	997	375
1023	996	492
1023	995	610
1023	993	728
1023	991	845
1023	988	961
