238	134	124
242	136	238
248	140	354
257	146	472
268	154	590
283	163	708
299	174	827
318	186	945
259	251	58
260	252	138
263	253	245
269	255	359
277	258	475
288	263	593
301	268	710
317	274	828
334	282	947
294	374	98
295	374	161
298	375	258
303	376	367
310	378	481
319	381	597
331	384	714
345	388	831
361	393	949
340	497	140
340	497	189
343	498	275
347	499	379
353	500	490
361	502	604
371	504	719
383	508	836
398	511	953
392	621	182
393	621	222
395	621	298
398	622	395
403	623	501
410	625	612
419	626	726
429	629	841
442	631	958
449	745	225
450	745	257
451	745	324
454	746	414
459	747	516
464	748	624
472	749	735
481	751	849
492	753	964
509	869	268
510	869	295
511	869	354
514	870	436
517	870	533
523	871	637
529	873	746
537	874	858
546	876	972
572	993	311
572	993	334
574	993	386
576	994	462
579	994	553
583	995	653
589	996	759
596	997	869
604	999	981
344	59	24
345	61	124
347	66	237
351	73	354
357	83	472
365	96	590
375	110	708
387	125	827
401	142	945
350	146	38
351	147	130
353	149	240
357	152	356
363	158	473
370	165	591
380	174	709
392	184	827
406	195	946
364	258	68
365	259	143
367	260	248
371	262	361
377	265	476
384	269	593
394	274	711
405	280	829
418	288	947
389	378	105
389	378	165
391	379	260
395	380	369
400	382	482
407	385	598
416	388	715
427	393	832
439	397	950
422	500	145
423	500	193
425	501	278
428	502	381
433	503	491
439	505	604
447	507	720
457	510	836
468	514	953
464	623	186
464	623	225
466	624	300
469	624	396
473	625	502
479	627	613
486	629	727
495	631	842
505	634	958
511	747	228
512	747	260
513	747	326
516	748	415
519	748	517
524	750	625
531	751	736
539	753	850
548	755	964
563	870	270
564	870	297
565	871	356
567	871	438
571	872	534
575	873	638
581	874	747
588	875	859
596	877	972
619	994	313
620	994	336
621	995	387
623	995	463
626	996	554
630	996	654
635	997	760
641	999	870
649	1000	982
460	93	44
461	94	132
463	97	242
465	103	357
470	111	474
475	120	591
483	132	709
492	145	828
502	160	946
465	163	56
465	164	138
467	166	244
470	169	359
474	174	475
479	180	592
487	188	710
495	198	828
506	209	947
475	268	81
476	269	150
477	270	252
480	272	363
484	274	478
489	278	595
496	283	712
505	289	830
515	296	948
493	384	114
493	385	171
495	385	264
497	387	371
501	389	484
507	391	599
513	394	716
522	399	833
531	403	950
518	505	152
519	505	198
520	505	281
523	506	383
526	508	493
531	509	606
538	512	721
546	515	837
555	518	954
551	627	192
551	627	229
553	627	303
555	628	399
558	629	504
563	630	615
569	632	728
576	634	843
585	637	959
590	749	232
590	749	264
592	750	329
594	750	418
597	751	518
601	752	626
606	754	737
613	755	850
621	758	965
634	873	274
635	873	301
636	873	358
638	873	440
640	874	536
644	875	639
649	876	748
655	878	860
663	879	973
683	996	316
683	996	339
684	996	390
686	997	465
688	997	555
692	998	655
697	999	761
702	1000	870
709	1002	982
577	127	67
577	128	143
579	130	247
581	134	360
584	140	476
588	148	593
594	158	711
601	169	829
609	182	947
580	185	76
581	185	148
582	187	250
584	190	362
587	194	478
591	200	594
597	207	712
604	216	830
612	225	948
588	281	97
588	281	160
590	282	257
592	284	367
595	287	481
599	291	597
605	295	714
611	301	831
619	308	949
602	393	126
602	393	179
603	394	269
605	395	375
608	397	487
613	399	601
618	403	717
624	407	834
632	411	951
622	511	161
622	511	205
623	511	286
625	512	386
628	514	495
632	515	608
637	518	722
644	521	838
651	524	955
648	631	199
648	631	235
649	632	308
651	632	402
654	633	506
658	635	616
663	637	729
669	639	844
676	642	960
680	753	238
680	753	269
681	753	333
683	754	421
686	755	521
689	756	628
694	757	738
700	759	852
706	761	966
717	876	279
718	876	305
719	876	362
720	876	443
723	877	538
726	878	641
730	879	749
736	881	861
742	882	974
759	999	320
760	999	343
760	999	393
762	999	467
764	1000	557
767	1001	657
771	1002	763
776	1003	872
782	1004	983
694	160	89
694	161	155
695	163	254
697	166	365
699	171	480
703	178	596
707	186	713
713	195	831
719	206	948
696	209	97
696	209	160
697	211	257
699	213	367
702	217	481
705	222	597
709	229	714
715	236	831
721	245	949
702	297	114
703	297	171
704	298	264
705	300	371
708	302	484
711	306	599
716	310	716
721	316	833
727	322	950
713	404	140
714	404	189
715	404	275
716	406	379
719	407	490
722	410	604
726	413	719
732	417	836
738	422	953
729	518	172
730	519	214
731	519	292
732	520	391
735	521	498
738	523	610
742	525	724
747	528	840
753	532	956
751	637	208
751	637	243
752	638	313
754	638	406
756	639	509
759	641	619
763	642	731
768	645	846
774	647	961
778	758	246
778	758	275
779	758	338
780	759	424
782	759	524
785	761	630
789	762	740
794	764	853
800	766	967
809	879	285
810	880	310
810	880	366
812	880	446
814	881	541
817	882	643
820	883	751
825	884	862
830	886	975
845	1002	326
846	1002	348
846	1002	397
848	1003	471
850	1003	560
852	1004	659
856	1005	764
860	1006	873
865	1008	985
810	194	112
810	195	169
811	196	263
813	199	371
815	203	484
818	208	599
821	215	715
826	223	833
831	233	950
812	235	118
812	236	173
813	237	265
815	239	372
817	242	485
819	247	600
823	253	716
828	260	833
833	268	951
817	315	133
818	315	184
818	316	272
820	318	377
822	320	488
825	323	602
828	328	718
833	333	835
838	339	952
826	416	156
827	417	201
827	417	283
829	418	384
831	420	494
834	422	607
837	425	722
842	429	838
847	434	954
840	528	185
840	528	224
841	529	299
842	529	396
844	531	502
847	532	613
850	535	727
855	538	842
860	541	958
858	644	218
858	645	252
859	645	320
860	646	411
862	647	513
865	648	622
868	650	734
872	652	848
877	655	963
880	764	255
881	764	283
881	764	344
882	764	429
884	765	527
887	766	633
890	768	743
894	770	855
899	772	969
907	884	293
908	884	317
908	885	372
909	885	451
911	886	544
914	887	646
917	888	754
921	889	864
